,Name,DIY,Buy_Price,Sell_Price,Color_1,Color_2,Style,type,Balance
1251,corduroy skirt,No,1040,260,Black,Black,Simple,Bottom,-780
1252,corte skirt,No,880,220,Light blue,Blue,Simple,Bottom,-660
1253,corte skirt,No,880,220,Pink,Red,Simple,Bottom,-660
1254,corte skirt,No,880,220,Green,Green,Simple,Bottom,-660
1255,cropped pants,No,920,230,Black,Black,Simple,Bottom,-690
1256,cropped pants,No,920,230,White,White,Simple,Bottom,-690
1257,cropped pants,No,920,230,Pink,Pink,Simple,Bottom,-690
1258,cropped pants,No,920,230,Light blue,Light blue,Simple,Bottom,-690
1259,cropped pants,No,920,230,Beige,Beige,Simple,Bottom,-690
1260,cropped pants,No,920,230,Orange,Orange,Simple,Bottom,-690
1261,cropped pants,No,920,230,Blue,Blue,Simple,Bottom,-690
1262,cropped pants,No,920,230,Yellow,Yellow,Simple,Bottom,-690
1263,cuffed pants,No,1100,275,Brown,Beige,Simple,Bottom,-825
1264,cuffed pants,No,1100,275,Purple,Pink,Simple,Bottom,-825
1265,cuffed pants,No,1100,275,Green,Green,Simple,Bottom,-825
1266,cuffed pants,No,1100,275,Black,Yellow,Simple,Bottom,-825
1267,culottes,No,700,175,Light blue,Light blue,Cute,Bottom,-525
1268,culottes,No,700,175,White,White,Cute,Bottom,-525
1269,culottes,No,700,175,Pink,Pink,Cute,Bottom,-525
1270,culottes,No,700,175,Green,Green,Cute,Bottom,-525
1271,cut-pleather skirt,No,1100,275,Orange,Orange,Simple,Bottom,-825
1272,cut-pleather skirt,No,1100,275,Pink,Pink,Simple,Bottom,-825
1273,cut-pleather skirt,No,1100,275,Blue,Blue,Simple,Bottom,-825
1274,cut-pleather skirt,No,1100,275,White,White,Simple,Bottom,-825
1275,cycling shorts,No,700,175,Black,Red,Active,Bottom,-525
1276,cycling shorts,No,700,175,White,Blue,Active,Bottom,-525
1277,cycling shorts,No,700,175,White,Red,Active,Bottom,-525
1278,cycling shorts,No,700,175,Black,Yellow,Active,Bottom,-525
1279,cycling shorts,No,700,175,Black,Green,Active,Bottom,-525
1280,cycling shorts,No,700,175,Black,Orange,Active,Bottom,-525
1281,cycling shorts,No,700,175,Black,Purple,Active,Bottom,-525
1282,cycling shorts,No,700,175,Black,Pink,Active,Bottom,-525
1283,dance warm-up pants,No,1560,390,Black,Yellow,Active,Bottom,-1170
1284,dance warm-up pants,No,1560,390,White,Yellow,Active,Bottom,-1170
1285,dance warm-up pants,No,1560,390,Purple,Yellow,Active,Bottom,-1170
1286,dance warm-up pants,No,1560,390,Red,Yellow,Active,Bottom,-1170
1287,denim cutoffs,No,1120,280,Blue,Blue,Simple,Bottom,-840
1288,denim cutoffs,No,1120,280,Light blue,Light blue,Simple,Bottom,-840
1289,denim cutoffs,No,1120,280,White,White,Simple,Bottom,-840
1290,denim cutoffs,No,1120,280,Black,Black,Simple,Bottom,-840
1291,denim painter's pants,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1292,denim painter's pants,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
1293,denim painter's pants,No,1560,390,Black,Black,Simple,Bottom,-1170
1294,denim painter's pants,No,1560,390,White,White,Simple,Bottom,-1170
1295,denim pants,No,1120,280,Blue,Brown,Simple,Bottom,-840
1296,denim pants,No,1120,280,Light blue,Brown,Simple,Bottom,-840
1297,denim pants,No,1120,280,Black,Black,Simple,Bottom,-840
1298,denim pants,No,1120,280,White,Black,Simple,Bottom,-840
1299,denim skirt,No,1120,280,Blue,Blue,Simple,Bottom,-840
1300,denim skirt,No,1120,280,Light blue,Light blue,Simple,Bottom,-840
1301,denim skirt,No,1120,280,Black,Black,Simple,Bottom,-840
1302,denim skirt,No,1120,280,White,White,Simple,Bottom,-840
1303,dotted shorts,No,980,245,Black,Brown,Cute,Bottom,-735
1304,dotted shorts,No,980,245,Gray,Yellow,Cute,Bottom,-735
1305,down pants,No,1120,280,Blue,Blue,Active,Bottom,-840
1306,down pants,No,1120,280,Black,Black,Active,Bottom,-840
1307,down pants,No,1120,280,Red,Red,Active,Bottom,-840
1308,down pants,No,1120,280,White,White,Active,Bottom,-840
1309,down pants,No,1120,280,Green,Green,Active,Bottom,-840
1310,down pants,No,1120,280,Yellow,Yellow,Active,Bottom,-840
1311,down pants,No,1120,280,Orange,Orange,Active,Bottom,-840
1312,down skirt,No,1040,260,Blue,Blue,Active,Bottom,-780
1313,down skirt,No,1040,260,Black,Black,Active,Bottom,-780
1314,down skirt,No,1040,260,Red,Red,Active,Bottom,-780
1315,down skirt,No,1040,260,White,White,Active,Bottom,-780
1316,down skirt,No,1040,260,Green,Green,Active,Bottom,-780
1317,down skirt,No,1040,260,Yellow,Yellow,Active,Bottom,-780
1318,down skirt,No,1040,260,Orange,Orange,Active,Bottom,-780
1319,draped skirt,No,1820,455,Red,White,Simple,Bottom,-1365
1320,draped skirt,No,1820,455,Green,White,Simple,Bottom,-1365
1321,draped skirt,No,1820,455,Blue,White,Simple,Bottom,-1365
1322,draped skirt,No,1820,455,Black,White,Simple,Bottom,-1365
1323,draped skirt,No,1820,455,Orange,White,Simple,Bottom,-1365
1324,draped skirt,No,1820,455,Pink,White,Simple,Bottom,-1365
1325,draped skirt,No,1820,455,Purple,White,Simple,Bottom,-1365
1326,draped skirt,No,1820,455,Light blue,White,Simple,Bottom,-1365
1327,dreamy pants,No,1440,360,Pink,Purple,Cute,Bottom,-1080
1328,dreamy pants,No,1440,360,Green,Purple,Cute,Bottom,-1080
1329,dreamy pants,No,1440,360,Yellow,Purple,Cute,Bottom,-1080
1330,dreamy pants,No,1440,360,Blue,Purple,Cute,Bottom,-1080
1331,dress pants,No,1300,325,Green,Black,Simple,Bottom,-975
1332,dress pants,No,1300,325,Blue,Black,Simple,Bottom,-975
1333,dress pants,No,1300,325,Beige,Black,Simple,Bottom,-975
1334,dress pants,No,1300,325,Red,Black,Simple,Bottom,-975
1335,elephant-print pants,No,1100,275,Red,Beige,Simple,Bottom,-825
1336,elephant-print pants,No,1100,275,Blue,Light blue,Simple,Bottom,-825
1337,elephant-print pants,No,1100,275,Orange,Beige,Simple,Bottom,-825
1338,elephant-print pants,No,1100,275,Green,Beige,Simple,Bottom,-825
1339,elephant-print pants,No,1100,275,Purple,Purple,Simple,Bottom,-825
1340,elephant-print pants,No,1100,275,Black,Gray,Simple,Bottom,-825
1341,embellished denim pants,No,1300,325,Blue,Red,Cool,Bottom,-975
1342,embellished denim pants,No,1300,325,Light blue,White,Cool,Bottom,-975
1343,embellished denim pants,No,1300,325,Black,Gray,Cool,Bottom,-975
1344,embroidered floral skirt,No,1320,330,Green,Light blue,Elegant,Bottom,-990
1345,embroidered floral skirt,No,1320,330,Blue,Purple,Elegant,Bottom,-990
1346,embroidered floral skirt,No,1320,330,Red,Orange,Elegant,Bottom,-990
1347,embroidered-pattern skirt,No,1100,275,Blue,White,Simple,Bottom,-825
1348,embroidered-pattern skirt,No,1100,275,Green,White,Simple,Bottom,-825
1349,embroidered-pattern skirt,No,1100,275,Red,White,Simple,Bottom,-825
1350,explorer shorts,No,1040,260,Beige,Beige,Active,Bottom,-780
1351,explorer shorts,No,1040,260,Green,Green,Active,Bottom,-780
1352,explorer shorts,No,1040,260,Gray,Gray,Active,Bottom,-780
1353,explorer shorts,No,1040,260,Blue,Blue,Active,Bottom,-780
1354,faux-fur skirt,No,1440,360,Light blue,White,Cute,Bottom,-1080
1355,faux-fur skirt,No,1440,360,Pink,White,Cute,Bottom,-1080
1356,faux-fur skirt,No,1440,360,Red,White,Cute,Bottom,-1080
1357,faux-fur skirt,No,1440,360,Purple,White,Cute,Bottom,-1080
1358,faux-fur skirt,No,1440,360,Beige,White,Cute,Bottom,-1080
1359,faux-shearling skirt,No,1560,390,Beige,White,Simple,Bottom,-1170
1360,faux-shearling skirt,No,1560,390,Pink,White,Simple,Bottom,-1170
1361,faux-shearling skirt,No,1560,390,Green,White,Simple,Bottom,-1170
1362,faux-shearling skirt,No,1560,390,Black,White,Simple,Bottom,-1170
1363,faux-shearling skirt,No,1560,390,Gray,White,Simple,Bottom,-1170
1364,flare skirt,No,1140,285,Red,Red,Simple,Bottom,-855
1365,flare skirt,No,1140,285,Black,Black,Simple,Bottom,-855
1366,flare skirt,No,1140,285,Pink,Pink,Simple,Bottom,-855
1367,flare skirt,No,1140,285,Green,Green,Simple,Bottom,-855
1368,flare skirt,No,1140,285,Light blue,Light blue,Simple,Bottom,-855
1369,flashy slacks,No,1300,325,White,Black,Gorgeous,Bottom,-975
1370,flashy slacks,No,1300,325,Black,Black,Gorgeous,Bottom,-975
1371,flashy slacks,No,1300,325,Purple,Black,Gorgeous,Bottom,-975
1372,flashy slacks,No,1300,325,Red,Black,Gorgeous,Bottom,-975
1373,flashy slacks,No,1300,325,Green,Black,Gorgeous,Bottom,-975
1374,flashy slacks,No,1300,325,Yellow,Black,Gorgeous,Bottom,-975
1375,floral lace skirt,No,1320,330,Light blue,Light blue,Elegant,Bottom,-990
1376,floral lace skirt,No,1320,330,Pink,Pink,Elegant,Bottom,-990
1377,floral lace skirt,No,1320,330,Blue,Blue,Elegant,Bottom,-990
1378,floral lace skirt,No,1320,330,Red,Red,Elegant,Bottom,-990
1379,floral lace skirt,No,1320,330,Orange,Orange,Elegant,Bottom,-990
1380,floral lace skirt,No,1320,330,Green,Green,Elegant,Bottom,-990
1381,floral lace skirt,No,1320,330,Purple,Purple,Elegant,Bottom,-990
1382,floral lace skirt,No,1320,330,Black,Black,Elegant,Bottom,-990
1383,floral skirt,No,1100,275,Light blue,Red,Elegant,Bottom,-825
1384,floral skirt,No,1100,275,Yellow,Pink,Elegant,Bottom,-825
1385,floral skirt,No,1100,275,Pink,Purple,Elegant,Bottom,-825
1386,football pants,No,980,245,Green,Green,Active,Bottom,-735
1387,football pants,No,980,245,White,White,Active,Bottom,-735
1388,football pants,No,980,245,Yellow,Yellow,Active,Bottom,-735
1389,football pants,No,980,245,Red,Red,Active,Bottom,-735
1390,football pants,No,980,245,Blue,Blue,Active,Bottom,-735
1391,football pants,No,980,245,Black,Black,Active,Bottom,-735
1392,formal shorts,No,840,210,White,White,Simple,Bottom,-630
1393,formal shorts,No,840,210,Blue,Blue,Simple,Bottom,-630
1394,formal shorts,No,840,210,Pink,Pink,Simple,Bottom,-630
1395,formal shorts,No,840,210,Light blue,Light blue,Simple,Bottom,-630
1396,formal shorts,No,840,210,Yellow,Yellow,Simple,Bottom,-630
1397,formal shorts,No,840,210,Purple,Purple,Simple,Bottom,-630
1398,formal shorts,No,840,210,Green,Green,Simple,Bottom,-630
1399,formal shorts,No,840,210,Beige,Beige,Simple,Bottom,-630
1400,frilly pants,No,1200,300,Yellow,Yellow,Simple,Bottom,-900
1401,frilly pants,No,1200,300,Green,Green,Simple,Bottom,-900
1402,frilly pants,No,1200,300,Pink,Pink,Simple,Bottom,-900
1403,frilly pants,No,1200,300,Light blue,Light blue,Simple,Bottom,-900
1404,frilly pants,No,1200,300,Orange,Orange,Simple,Bottom,-900
1405,frilly skirt,No,1100,275,Pink,Pink,Cute,Bottom,-825
1406,frilly skirt,No,1100,275,Blue,Blue,Cute,Bottom,-825
1407,frilly skirt,No,1100,275,Green,Green,Cute,Bottom,-825
1408,frilly skirt,No,1100,275,Orange,Orange,Cute,Bottom,-825
1409,frilly skirt,No,1100,275,Purple,Purple,Cute,Bottom,-825
1410,frilly skirt,No,1100,275,Gray,Gray,Cute,Bottom,-825
1411,frilly sweatpants,No,880,220,Blue,Blue,Cute,Bottom,-660
1412,frilly sweatpants,No,880,220,Pink,Pink,Cute,Bottom,-660
1413,frilly sweatpants,No,880,220,Green,Green,Cute,Bottom,-660
1414,frilly sweatpants,No,880,220,Orange,Orange,Cute,Bottom,-660
1415,frilly sweatpants,No,880,220,Purple,Purple,Cute,Bottom,-660
1416,frilly sweatpants,No,880,220,Gray,Gray,Cute,Bottom,-660
1417,fringe skirt,No,1560,390,Beige,Beige,Simple,Bottom,-1170
1418,fringe skirt,No,1560,390,Black,Black,Simple,Bottom,-1170
1419,fringe skirt,No,1560,390,White,White,Simple,Bottom,-1170
1420,fringe skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1421,fringe skirt,No,1560,390,Yellow,Yellow,Simple,Bottom,-1170
1422,fringe skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
1423,fringe skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
1424,gaucho pants,No,880,220,Gray,Gray,Simple,Bottom,-660
1425,gaucho pants,No,880,220,Brown,Brown,Simple,Bottom,-660
1426,gaucho pants,No,880,220,Green,Green,Simple,Bottom,-660
1427,gaucho pants,No,880,220,Pink,Pink,Simple,Bottom,-660
1428,gaucho pants,No,880,220,Light blue,Light blue,Simple,Bottom,-660
1429,geometric-print pants,No,1040,260,Blue,Red,Simple,Bottom,-780
1430,geometric-print pants,No,1040,260,Red,Beige,Simple,Bottom,-780
1431,geometric-print pants,No,1040,260,Brown,Green,Simple,Bottom,-780
1432,geometric-print pants,No,1040,260,Black,Blue,Simple,Bottom,-780
1433,geometric-print pants,No,1040,260,Orange,Green,Simple,Bottom,-780
1434,gingham picnic skirt,No,880,220,Red,Red,Simple,Bottom,-660
1435,gingham picnic skirt,No,880,220,Green,Green,Simple,Bottom,-660
1436,gingham picnic skirt,No,880,220,Blue,Blue,Simple,Bottom,-660
1437,gingham picnic skirt,No,880,220,Black,Black,Simple,Bottom,-660
1438,gingham picnic skirt,No,880,220,Orange,Orange,Simple,Bottom,-660
1439,gingham picnic skirt,No,880,220,Pink,Pink,Simple,Bottom,-660
1440,gingham picnic skirt,No,880,220,Purple,Purple,Simple,Bottom,-660
1441,gingham picnic skirt,No,880,220,Light blue,Light blue,Simple,Bottom,-660
1442,gobelin shorts,No,840,210,Beige,Pink,Elegant,Bottom,-630
1443,gobelin shorts,No,840,210,Black,Pink,Elegant,Bottom,-630
1444,grass skirt,Yes,0,140,Beige,Beige,Active,Bottom,140
1445,green grass skirt,Yes,0,140,Green,Green,Active,Bottom,140
1446,hickory-stripe pants,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1447,hickory-stripe pants,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
1448,jogging shorts,No,700,175,Pink,White,Active,Bottom,-525
1449,jogging shorts,No,700,175,Light blue,White,Active,Bottom,-525
1450,jogging shorts,No,700,175,Green,White,Active,Bottom,-525
1451,jogging shorts,No,700,175,Red,White,Active,Bottom,-525
1452,jogging shorts,No,700,175,Blue,White,Active,Bottom,-525
1453,jogging shorts,No,700,175,Black,White,Active,Bottom,-525
1454,jogging shorts,No,700,175,Purple,White,Active,Bottom,-525
1455,jogging shorts,No,700,175,Orange,White,Active,Bottom,-525
1456,kilt,No,1000,250,Red,Green,Simple,Bottom,-750
1457,kilt,No,1000,250,Black,Gray,Simple,Bottom,-750
1458,kilt,No,1000,250,Blue,Black,Simple,Bottom,-750
1459,kilt,No,1000,250,Green,Blue,Simple,Bottom,-750
1460,knit pants,No,910,227,Gray,Gray,Simple,Bottom,-683
1461,knit pants,No,910,227,Brown,Brown,Simple,Bottom,-683
1462,knit pants,No,910,227,Light blue,Light blue,Simple,Bottom,-683
1463,knit pants,No,910,227,Red,Red,Simple,Bottom,-683
1464,knit skirt,No,910,227,Beige,Beige,Simple,Bottom,-683
1465,knit skirt,No,910,227,Light blue,Light blue,Simple,Bottom,-683
1466,knit skirt,No,910,227,Pink,Pink,Simple,Bottom,-683
1467,knit skirt,No,910,227,Yellow,Yellow,Simple,Bottom,-683
1468,kung-fu pants,No,1680,420,Blue,Blue,Simple,Bottom,-1260
1469,kung-fu pants,No,1680,420,White,Gray,Simple,Bottom,-1260
1470,kung-fu pants,No,1680,420,Light blue,White,Simple,Bottom,-1260
1471,kung-fu pants,No,1680,420,Yellow,White,Simple,Bottom,-1260
1472,kung-fu pants,No,1680,420,Green,White,Simple,Bottom,-1260
1473,Labelle shorts,No,2540,635,Purple,White,Cool,Bottom,-1905
1474,Labelle shorts,No,2540,635,Black,White,Cool,Bottom,-1905
1475,Labelle shorts,No,2540,635,Red,White,Cool,Bottom,-1905
1476,Labelle shorts,No,2540,635,Blue,White,Cool,Bottom,-1905
1477,Labelle shorts,No,2540,635,Orange,White,Cool,Bottom,-1905
1478,Labelle shorts,No,2540,635,Pink,White,Cool,Bottom,-1905
1479,Labelle skirt,No,3100,775,Purple,Purple,Elegant,Bottom,-2325
1480,Labelle skirt,No,3100,775,Black,Black,Elegant,Bottom,-2325
1481,Labelle skirt,No,3100,775,Red,Red,Elegant,Bottom,-2325
1482,Labelle skirt,No,3100,775,Blue,Blue,Elegant,Bottom,-2325
1483,Labelle skirt,No,3100,775,Yellow,Yellow,Elegant,Bottom,-2325
1484,Labelle skirt,No,3100,775,Pink,Pink,Elegant,Bottom,-2325
1485,lace shorts,No,840,210,White,White,Cute,Bottom,-630
1486,lace shorts,No,840,210,Black,Black,Cute,Bottom,-630
1487,lace shorts,No,840,210,Green,Green,Cute,Bottom,-630
1488,lace shorts,No,840,210,Pink,Pink,Cute,Bottom,-630
1489,lace shorts,No,840,210,Light blue,Light blue,Cute,Bottom,-630
1490,lace skirt,No,920,230,White,White,Cute,Bottom,-690
1491,lace skirt,No,920,230,Pink,Pink,Cute,Bottom,-690
1492,lace skirt,No,920,230,Green,Green,Cute,Bottom,-690
1493,lace skirt,No,920,230,Beige,Beige,Cute,Bottom,-690
1494,lemon skirt,No,880,220,Light blue,Yellow,Elegant,Bottom,-660
1495,lemon skirt,No,880,220,White,Yellow,Elegant,Bottom,-660
1496,lemon skirt,No,880,220,Black,Yellow,Elegant,Bottom,-660
1497,leopard miniskirt,No,1820,455,Brown,Brown,Cool,Bottom,-1365
1498,leopard miniskirt,No,1820,455,Gray,Black,Cool,Bottom,-1365
1499,leopard miniskirt,No,1820,455,Blue,Blue,Cool,Bottom,-1365
1500,leopard miniskirt,No,1820,455,Green,Green,Cool,Bottom,-1365
1501,leopard miniskirt,No,1820,455,Purple,Purple,Cool,Bottom,-1365
1502,leopard miniskirt,No,1820,455,Pink,Pink,Cool,Bottom,-1365
1503,long chino skirt,No,1560,390,Beige,Beige,Simple,Bottom,-1170
1504,long chino skirt,No,1560,390,Brown,Brown,Simple,Bottom,-1170
1505,long chino skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1506,long chino skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
1507,long chino skirt,No,1560,390,Gray,Gray,Simple,Bottom,-1170
1508,long denim skirt,No,1560,390,Blue,Brown,Simple,Bottom,-1170
1509,long denim skirt,No,1560,390,Light blue,Brown,Simple,Bottom,-1170
1510,long denim skirt,No,1560,390,Black,Brown,Simple,Bottom,-1170
1511,long denim skirt,No,1560,390,White,Brown,Simple,Bottom,-1170
1512,long plaid skirt,No,1450,362,Red,Blue,Simple,Bottom,-1088
1513,long plaid skirt,No,1450,362,Green,Blue,Simple,Bottom,-1088
1514,long plaid skirt,No,1450,362,Blue,Blue,Simple,Bottom,-1088
1515,long plaid skirt,No,1450,362,Orange,Brown,Simple,Bottom,-1088
1516,long pleated skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
1517,long pleated skirt,No,1560,390,White,White,Simple,Bottom,-1170
1518,long pleated skirt,No,1560,390,Yellow,Yellow,Simple,Bottom,-1170
1519,long pleated skirt,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
1520,long pleated skirt,No,1560,390,Gray,Gray,Simple,Bottom,-1170
1521,long polka skirt,No,1300,325,Black,White,Simple,Bottom,-975
1522,long polka skirt,No,1300,325,Red,White,Simple,Bottom,-975
1523,long polka skirt,No,1300,325,Blue,White,Simple,Bottom,-975
1524,long polka skirt,No,1300,325,Green,White,Simple,Bottom,-975
1525,long polka skirt,No,1300,325,Orange,White,Simple,Bottom,-975
1526,long polka skirt,No,1300,325,Yellow,White,Simple,Bottom,-975
1527,long polka skirt,No,1300,325,Pink,White,Simple,Bottom,-975
1528,long polka skirt,No,1300,325,Light blue,White,Simple,Bottom,-975
1529,long sailor skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1530,long sailor skirt,No,1560,390,Orange,Orange,Simple,Bottom,-1170
1531,long sailor skirt,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
1532,long sailor skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
1533,long sailor skirt,No,1560,390,Brown,Brown,Simple,Bottom,-1170
1534,long sailor skirt,No,1560,390,Purple,Purple,Simple,Bottom,-1170
1535,long sailor skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
1536,long sailor skirt,No,1560,390,Pink,Pink,Simple,Bottom,-1170
1537,long sweatskirt,No,1000,250,Blue,Orange,Active,Bottom,-750
1538,long sweatskirt,No,1000,250,Gray,Red,Active,Bottom,-750
1539,long sweatskirt,No,1000,250,Green,Pink,Active,Bottom,-750
1540,long sweatskirt,No,1000,250,Purple,Yellow,Active,Bottom,-750
1541,muay-thai shorts,No,980,245,Blue,Yellow,Active,Bottom,-735
1542,muay-thai shorts,No,980,245,Red,Black,Active,Bottom,-735
1543,muay-thai shorts,No,980,245,Green,Red,Active,Bottom,-735
1544,muay-thai shorts,No,980,245,Purple,Pink,Active,Bottom,-735
1545,multicolor shorts,No,1100,275,Green,Green,Active,Bottom,-825
1546,multicolor shorts,No,1100,275,Red,Orange,Active,Bottom,-825
1547,multicolor shorts,No,1100,275,Blue,Light blue,Active,Bottom,-825
1548,multicolor shorts,No,1100,275,Orange,Yellow,Active,Bottom,-825
1549,noble pants,No,4300,1075,Black,Yellow,Gorgeous,Bottom,-3225
1550,noble pants,No,4300,1075,Pink,Yellow,Gorgeous,Bottom,-3225
1551,noble pants,No,4300,1075,White,Yellow,Gorgeous,Bottom,-3225
1552,noble pants,No,4300,1075,Blue,Yellow,Gorgeous,Bottom,-3225
1553,noble pants,No,4300,1075,Green,Yellow,Gorgeous,Bottom,-3225
1554,noble pants,No,4300,1075,Purple,Yellow,Gorgeous,Bottom,-3225
1555,noble pants,No,4300,1075,Yellow,Yellow,Gorgeous,Bottom,-3225
1556,noble pants,No,4300,1075,Red,Yellow,Gorgeous,Bottom,-3225
1557,outdoor shorts,No,700,175,Yellow,Yellow,Active,Bottom,-525
1558,outdoor shorts,No,700,175,Black,Black,Active,Bottom,-525
1559,outdoor shorts,No,700,175,Purple,Purple,Active,Bottom,-525
1560,outdoor shorts,No,700,175,Red,Red,Active,Bottom,-525
1561,outdoor shorts,No,700,175,Blue,Blue,Active,Bottom,-525
1562,outdoor shorts,No,700,175,Green,Green,Active,Bottom,-525
1563,outdoor shorts,No,700,175,Brown,Brown,Active,Bottom,-525
1564,patched-knee pants,No,880,220,Brown,Orange,Simple,Bottom,-660
1565,patched-knee pants,No,880,220,Purple,Purple,Simple,Bottom,-660
1566,patched-knee pants,No,880,220,Green,Light blue,Simple,Bottom,-660
1567,patched-knee pants,No,880,220,Yellow,Yellow,Simple,Bottom,-660
1568,patchwork skirt,No,2100,525,Blue,Light blue,Cute,Bottom,-1575
1569,patchwork skirt,No,2100,525,Red,Brown,Cute,Bottom,-1575
1570,patchwork skirt,No,2100,525,Yellow,Brown,Cute,Bottom,-1575
1571,patchwork skirt,No,2100,525,Green,Green,Cute,Bottom,-1575
1572,pearl skirt,No,1680,420,Blue,White,Cute,Bottom,-1260
1573,petal skirt,No,1540,385,Black,Colorful,Gorgeous,Bottom,-1155
1574,petal skirt,No,1540,385,Purple,Colorful,Gorgeous,Bottom,-1155
1575,petal skirt,No,1540,385,Light blue,Colorful,Gorgeous,Bottom,-1155
1576,pineapple aloha shorts,No,840,210,Blue,Light blue,Active,Bottom,-630
1577,pineapple aloha shorts,No,840,210,Red,Yellow,Active,Bottom,-630
1578,pineapple aloha shorts,No,840,210,Yellow,Light blue,Active,Bottom,-630
1579,pineapple aloha shorts,No,840,210,Green,Yellow,Active,Bottom,-630
1580,pineapple aloha shorts,No,840,210,Purple,Light blue,Active,Bottom,-630
1581,pineapple aloha shorts,No,840,210,Pink,Orange,Active,Bottom,-630
1582,pineapple aloha shorts,No,840,210,Orange,Yellow,Active,Bottom,-630
1583,plaid shorts,No,980,245,Light blue,Gray,Simple,Bottom,-735
1584,plaid shorts,No,980,245,Brown,Orange,Simple,Bottom,-735
1585,plaid shorts,No,980,245,Green,Green,Simple,Bottom,-735
1586,plaid shorts,No,980,245,Red,Pink,Simple,Bottom,-735
1587,pleather flare skirt,No,1560,390,Brown,Brown,Active,Bottom,-1170
1588,pleather flare skirt,No,1560,390,Black,Black,Active,Bottom,-1170
1589,pleather flare skirt,No,1560,390,Pink,Pink,Active,Bottom,-1170
1590,pleather flare skirt,No,1560,390,Blue,Blue,Active,Bottom,-1170
1591,pleather flare skirt,No,1560,390,Green,Green,Active,Bottom,-1170
1592,pleather flare skirt,No,1560,390,Orange,Orange,Active,Bottom,-1170
1593,pleather flare skirt,No,1560,390,Light blue,Light blue,Active,Bottom,-1170
1594,pleather flare skirt,No,1560,390,White,White,Active,Bottom,-1170
1595,pleather pants,No,1300,325,Black,Black,Cool,Bottom,-975
1596,pleather pants,No,1300,325,Brown,Brown,Cool,Bottom,-975
1597,pleather pants,No,1300,325,Beige,Beige,Cool,Bottom,-975
1598,pleather pants,No,1300,325,Red,Red,Cool,Bottom,-975
1599,pleather pants,No,1300,325,Blue,Blue,Cool,Bottom,-975
1600,pleather pants,No,1300,325,Yellow,Yellow,Cool,Bottom,-975
1601,pleather patch skirt,No,1680,420,Red,Blue,Simple,Bottom,-1260
1602,pleather patch skirt,No,1680,420,Green,Orange,Simple,Bottom,-1260
1603,pleather patch skirt,No,1680,420,Purple,Gray,Simple,Bottom,-1260
1604,pleather patch skirt,No,1680,420,Yellow,Brown,Simple,Bottom,-1260
1605,pleather shorts,No,1040,260,Black,Gray,Cool,Bottom,-780
1606,pleather shorts,No,1040,260,Brown,Gray,Cool,Bottom,-780
1607,pleather shorts,No,1040,260,White,Gray,Cool,Bottom,-780
1608,pleather shorts,No,1040,260,Red,Gray,Cool,Bottom,-780
1609,pleather skirt,No,1300,325,Black,Black,Cool,Bottom,-975
1610,pleather skirt,No,1300,325,Brown,Brown,Cool,Bottom,-975
1611,pleather skirt,No,1300,325,Beige,Beige,Cool,Bottom,-975
1612,pleather skirt,No,1300,325,Red,Red,Cool,Bottom,-975
1613,pleather skirt,No,1300,325,Blue,Blue,Cool,Bottom,-975
1614,pleather skirt,No,1300,325,Yellow,Yellow,Cool,Bottom,-975
1615,plover skirt,No,1200,300,Red,Beige,Cute,Bottom,-900
1616,plover skirt,No,1200,300,Black,Beige,Cute,Bottom,-900
1617,plover skirt,No,1200,300,Green,Beige,Cute,Bottom,-900
1618,polka-dot mini skirt,No,1100,275,Beige,Beige,Simple,Bottom,-825
1619,polka-dot mini skirt,No,1100,275,Pink,Pink,Simple,Bottom,-825
1620,polka-dot mini skirt,No,1100,275,Light blue,Light blue,Simple,Bottom,-825
1621,polka-dot mini skirt,No,1100,275,Gray,Gray,Simple,Bottom,-825
1622,punk pants,No,1820,455,Red,Red,Cool,Bottom,-1365
1623,punk pants,No,1820,455,Blue,Blue,Cool,Bottom,-1365
1624,punk pants,No,1820,455,Green,Green,Cool,Bottom,-1365
1625,punk pants,No,1820,455,Purple,Purple,Cool,Bottom,-1365
1626,rain pants,No,700,175,Yellow,Yellow,Simple,Bottom,-525
1627,rain pants,No,700,175,Green,Green,Simple,Bottom,-525
1628,rain pants,No,700,175,Blue,Blue,Simple,Bottom,-525
1629,rain pants,No,700,175,Purple,Purple,Simple,Bottom,-525
1630,rain pants,No,700,175,Pink,Pink,Simple,Bottom,-525
1631,rain pants,No,700,175,Red,Red,Simple,Bottom,-525
1632,rain pants,No,700,175,Beige,Beige,Simple,Bottom,-525
